fluo_bin,mean_fluo,stripe_id,kon,kon_err,koff,koff_err,r,r_err
6,83255.7416675527,6,0.692921437930288,0.0760859079694172,0.713102862721666,0.0988892120489598,85.7873487668129,5.26478317567627
6,83255.7416675527,7,0.623988878168513,0.160203191017923,0.606631835742352,0.205872094178201,79.2571051978617,5.49018798544231
7,97055.1397443665,0,0.838162482544043,0.0927215137897817,0.778579940263692,0.141718262395402,91.9406531084699,5.44012373777248
7,97055.1397443665,1,0.649876379371605,0.0692766257918351,0.774714433873988,0.132335975016295,102.783065046107,4.16022276318267
7,97055.1397443665,2,0.891963140396853,0.0731628131342238,0.946994054365837,0.117161016425642,100.853845007662,3.3019866436745
7,97055.1397443665,3,0.843386766319803,0.086910966894243,0.723379522781578,0.121772459414437,88.276622036431,3.51317135767579
7,97055.1397443665,4,0.799007032811353,0.116014423630156,0.78566415189846,0.133543434107362,94.0720958395282,8.61948842222865
7,97055.1397443665,5,0.77654447982045,0.0671281891680096,0.698153597086121,0.145800941757975,87.8370576837682,6.2131339948518
7,97055.1397443665,6,0.839370474435331,0.0729127213338435,0.717875069857508,0.157427230502834,90.5716101580425,8.41021084919705
7,97055.1397443665,7,0.795145944989513,0.11388635280519,0.724292157124086,0.131239440202646,89.5500115794827,4.90648691544009
8,113992.755312679,0,0.932634697543495,0.072448971130319,0.713692063223827,0.107047225544795,99.8273319630351,6.03257754148931
8,113992.755312679,1,0.790431039875927,0.0707436341019876,0.669638958614431,0.0703645742645994,103.524580177315,4.88559982952537
8,113992.755312679,2,1.23782143929511,0.086623098614085,0.786021369460323,0.115874559649095,90.5416343645927,5.13904798706923
8,113992.755312679,3,0.850742233339484,0.105159146195699,0.693267713138848,0.113639152940311,105.132295308271,5.30811493160453
8,113992.755312679,4,1.0552952038588,0.155093200422254,0.642214689466851,0.150291812443777,89.1728143240731,6.95347039344085
8,113992.755312679,5,0.688862367350945,0.158722162418888,0.61566392046201,0.260702621662909,103.026520965356,12.4750247601461
8,113992.755312679,6,1.05089048653376,0.102542913170995,0.750174213564823,0.155239347521497,97.3915212918266,3.42998768107381
8,113992.755312679,7,0.831309749172087,0.0875500486896668,0.546205170921722,0.0787058186406807,91.5921086680844,2.35221907527355
9,136773.757431776,0,1.0280708359924,0.0998500195449057,0.623022460033733,0.0952985298219692,107.881617984653,5.16980023755149
9,136773.757431776,1,1.00706615611289,0.0712247473214134,0.718421679887831,0.0533662178649957,113.892437084282,1.86683024143947
9,136773.757431776,2,1.12618364365897,0.097129745980487,0.676982453108673,0.0778882146450791,103.92490602312,2.87063560788329
9,136773.757431776,3,0.765767659012935,0.130689444916282,0.457520110878409,0.0760014052348808,111.199919293431,5.38267070130692
9,136773.757431776,4,1.29839353145194,0.120463411939804,0.708432603034464,0.182204946617194,106.958702373091,11.2027425281723
9,136773.757431776,5,NaN,NaN,NaN,NaN,NaN,NaN
9,136773.757431776,6,1.08774464701387,0.159513380922318,0.510450298203051,0.104482076332544,96.6426709438965,3.98616772892412
9,136773.757431776,7,0.992783109899799,0.114506090454799,0.493723506059555,0.0588551844977085,100.381000782561,2.87219646240287
10,227054.303059001,0,1.24677968220644,0.0857241076274605,0.557294117698242,0.0827244985085406,130.022076676319,5.79522095425347
10,227054.303059001,1,1.1984217873274,0.137006953528639,0.531993550652373,0.0743948028634636,134.065670071791,7.68977161574261
10,227054.303059001,2,NaN,NaN,NaN,NaN,NaN,NaN
10,227054.303059001,3,1.03595802248451,0.0770307333554945,0.457489805747231,0.0364328164496434,127.667217173197,6.46748396528625
10,227054.303059001,4,1.13173553069945,0.0902812190298623,0.485757395935863,0.0653909036094903,120.957272239377,2.10162292974606
10,227054.303059001,5,NaN,NaN,NaN,NaN,NaN,NaN
10,227054.303059001,6,NaN,NaN,NaN,NaN,NaN,NaN
10,227054.303059001,7,1.30045634750454,0.171594972160249,0.414180991966011,0.0637637692777135,116.078074771882,4.4602372029766
